entity_id,name,label,aliases,source
Theory:researchers,Researchers,Theory,Researchers,wikipedia
Theory:united_kingdom,United Kingdom,Theory,United Kingdom,wikipedia
Person:ratio_club,Ratio Club,Person,Ratio Club,wikipedia
Person:in_turing_s,In Turing's,Person,In Turing's,wikipedia
Person:intelligent_machinery,Intelligent Machinery,Person,Intelligent Machinery,wikipedia
Person:now,Now,Person,Now,wikipedia
Theory:two,Two,Theory,Two,wikipedia
Theory:can,Can,Theory,Can,wikipedia
Theory:huma_shah,Huma Shah,Theory,Huma Shah,wikipedia
Theory:will,Will,Theory,Will,wikipedia
Work:later,Later,Work,Later,wikipedia
Work:computing_machinery,Computing Machinery,Work,Computing Machinery,wikipedia
Work:intelligence,Intelligence,Work,Intelligence,wikipedia
Theory:john_searle_s,John Searle's,Theory,John Searle's,wikipedia
Theory:minds,Minds,Theory,Minds,wikipedia
Theory:brains,Brains,Theory,Brains,wikipedia
Theory:programs,Programs,Theory,Programs,wikipedia
Theory:chinese,Chinese,Theory,Chinese,wikipedia
Theory:searle,Searle,Theory,Searle,wikipedia
Theory:eliza,ELIZA,Theory,ELIZA,wikipedia
Person:without,Without,Person,Without,wikipedia
Theory:therefore,Therefore,Theory,Therefore,wikipedia
Theory:much,Much,Theory,Much,wikipedia
Theory:searle_s,Searle's,Theory,Searle's,wikipedia
Person:the_loebner_prize,The Loebner Prize,Person,The Loebner Prize,wikipedia
Person:hugh_loebner,Hugh Loebner,Person,Hugh Loebner,wikipedia
Person:the_cambridge_center,The Cambridge Center,Person,The Cambridge Center,wikipedia
Person:behavioral_studies,Behavioral Studies,Person,Behavioral Studies,wikipedia
Theory:as_loebner,As Loebner,Theory,As Loebner,wikipedia
Theory:loebner_prize,Loebner Prize,Theory,Loebner Prize,wikipedia
Event:artificial_linguistic_internet_computer_entity,Artificial Linguistic Internet Computer Entity,Event,Artificial Linguistic Internet Computer Entity,wikipedia
Person:learning_ai_jabberwacky,Learning AI Jabberwacky,Person,Learning AI Jabberwacky,wikipedia
Person:artificial_conversational_entities,Artificial Conversational Entities,Person,Artificial Conversational Entities,wikipedia
Person:ace,ACE,Person,ACE,wikipedia
Person:early_loebner_prize,Early Loebner Prize,Person,Early Loebner Prize,wikipedia
Person:loebner_prize,Loebner Prize,Person,Loebner Prize,wikipedia
Person:interaction,Interaction,Person,Interaction,wikipedia
Person:loebner_prizes,Loebner Prizes,Person,Loebner Prizes,wikipedia
Organization:in_loebner,In Loebner,Organization,In Loebner,wikipedia
Organization:surrey,Surrey,Organization,Surrey,wikipedia
Person:loebner_s,Loebner's,Person,Loebner's,wikipedia
Theory:completely_automated_public_turing,Completely Automated Public Turing,Theory,Completely Automated Public Turing,wikipedia
Theory:computers,Computers,Theory,Computers,wikipedia
Theory:humans_apart,Humans Apart,Theory,Humans Apart,wikipedia
Person:the_captcha,The CAPTCHA,Person,The CAPTCHA,wikipedia
Person:displaying,Displaying,Person,Displaying,wikipedia
Person:captcha,CAPTCHA,Person,CAPTCHA,wikipedia
Person:google,Google,Person,Google,wikipedia
Theory:several,Several,Theory,Several,wikipedia
Theory:english,English,Theory,English,wikipedia
Person:joseph_weizenbaum,Joseph Weizenbaum,Person,Joseph Weizenbaum,wikipedia
Person:eliza,ELIZA,Person,ELIZA,wikipedia
Person:rogerian,Rogerian,Person,Rogerian,wikipedia
Person:weizenbaum_s,Weizenbaum's,Person,Weizenbaum's,wikipedia
Person:kenneth_colby,Kenneth Colby,Person,Kenneth Colby,wikipedia
Person:parry,PARRY,Person,PARRY,wikipedia
Person:psychiatrists,Psychiatrists,Person,Psychiatrists,wikipedia
Person:eugene_goostman,Eugene Goostman,Person,Eugene Goostman,wikipedia
Person:odesa,Odesa,Person,Odesa,wikipedia
Person:goostman,Goostman,Person,Goostman,wikipedia
Theory:google_s_lamda,Google's LaMDA,Theory,Google's LaMDA,wikipedia
Work:initially,Initially,Work,Initially,wikipedia
Work:the_economist_google_research_fellow,The Economist Google Research Fellow,Work,The Economist Google Research Fellow,wikipedia
Work:blaise,Blaise,Work,Blaise,wikipedia
Work:arcas,Arcas,Work,Arcas,wikipedia
Person:several,Several,Person,Several,wikipedia
Person:blake_lemoine,Blake Lemoine,Person,Blake Lemoine,wikipedia
Person:washington_post,Washington Post,Person,Washington Post,wikipedia
Person:lamda,LaMDA,Person,LaMDA,wikipedia
Person:lemoine,Lemoine,Person,Lemoine,wikipedia
Person:openai_s,OpenAI's,Person,OpenAI's,wikipedia
Person:chatgpt,ChatGPT,Person,ChatGPT,wikipedia
Person:gpt,GPT-,Person,GPT-,wikipedia
Theory:celeste_biever,Celeste Biever,Theory,Celeste Biever,wikipedia
Theory:nature,Nature,Theory,Nature,wikipedia
Theory:chatgpt,ChatGPT,Theory,ChatGPT,wikipedia
Theory:in_march,In March,Theory,In March,wikipedia
Theory:stanford,Stanford,Theory,Stanford,wikipedia
Theory:chatgpt,ChatGPT-,Theory,ChatGPT-,wikipedia
Person:llama,LLaMa-,Person,LLaMa-,wikipedia
Person:baseline,Baseline,Person,Baseline,wikipedia
Theory:saul_traiger,Saul Traiger,Theory,Saul Traiger,wikipedia
Theory:standard_interpretation,Standard Interpretation,Theory,Standard Interpretation,wikipedia
Work:while,While,Work,While,wikipedia
Work:standard_interpretation,Standard Interpretation,Work,Standard Interpretation,wikipedia
Person:player,Player,Person,Player,wikipedia
Person:player_a_s,Player A's,Person,Player A's,wikipedia
Person:will,Will,Person,Will,wikipedia
Theory:similar,Similar,Theory,Similar,wikipedia
Person:let,Let,Person,Let,wikipedia
Person:sterrett,Sterrett,Person,Sterrett,wikipedia
Person:traiger,Traiger,Person,Traiger,wikipedia
Theory:controversy,Controversy,Theory,Controversy,wikipedia
Work:sterrett,Sterrett,Work,Sterrett,wikipedia
Theory:turing_test,Turing Test,Theory,Turing Test,wikipedia
Theory:original_imitation_game_test,Original Imitation Game Test,Theory,Original Imitation Game Test,wikipedia
Theory:standard_turing_test,Standard Turing Test,Theory,Standard Turing Test,wikipedia
Theory:sterrett,Sterrett,Theory,Sterrett,wikipedia
Theory:stt,STT,Theory,STT,wikipedia
Theory:oig,OIG,Theory,OIG,wikipedia
Theory:the_oig,The OIG,Theory,The OIG,wikipedia
Theory:shah,Shah,Theory,Shah,wikipedia
Theory:still,Still,Theory,Still,wikipedia
Person:diane_proudfoot,Diane Proudfoot,Person,Diane Proudfoot,wikipedia
Theory:shlomo_danziger,Shlomo Danziger,Theory,Shlomo Danziger,wikipedia
Theory:danziger,Danziger,Theory,Danziger,wikipedia
Person:saygin,Saygin,Person,Saygin,wikipedia
Person:when_colby,When Colby,Person,When Colby,wikipedia
Person:fd_hilf,FD Hilf,Person,FD Hilf,wikipedia
Person:weber,Weber,Person,Weber,wikipedia
Person:ad_kramer,AD Kramer,Person,AD Kramer,wikipedia
Theory:as_ayse_saygin,As Ayse Saygin,Theory,As Ayse Saygin,wikipedia
Theory:peter_swirski,Peter Swirski,Theory,Peter Swirski,wikipedia
Person:gricean,Gricean,Person,Gricean,wikipedia
Person:prize,Prize,Person,Prize,wikipedia
Person:ayse_saygin,Ayse Saygin,Person,Ayse Saygin,wikipedia
Person:john_haugeland,John Haugeland,Person,John Haugeland,wikipedia
Person:together,Together,Person,Together,wikipedia
Theory:the_feigenbaum,The Feigenbaum,Theory,The Feigenbaum,wikipedia
Theory:cambridge,Cambridge,Theory,Cambridge,wikipedia
Theory:instead,Instead,Theory,Instead,wikipedia
Person:contestant,Contestant,Person,Contestant,wikipedia
Person:interrogator,Interrogator,Person,Interrogator,wikipedia
Person:shall,Shall,Person,Shall,wikipedia
Theory:nevertheless,Nevertheless,Theory,Nevertheless,wikipedia
Theory:because,Because,Theory,Because,wikipedia
Theory:numerous,Numerous,Theory,Numerous,wikipedia
Theory:gary_marcus,Gary Marcus,Theory,Gary Marcus,wikipedia
Person:chatterbot,Chatterbot,Person,Chatterbot,wikipedia
Person:nonetheless,Nonetheless,Person,Nonetheless,wikipedia
Theory:one,One,Theory,One,wikipedia
Work:the_economist,The Economist,Work,The Economist,wikipedia
Work:loebner_prize,Loebner Prize,Work,Loebner Prize,wikipedia
Work:loebner,Loebner,Work,Loebner,wikipedia
Theory:his_chinese,His Chinese,Theory,His Chinese,wikipedia
Person:intentionality,Intentionality,Person,Intentionality,wikipedia
Work:but,But,Work,But,wikipedia
Theory:mainstream_ai,Mainstream AI,Theory,Mainstream AI,wikipedia
Theory:indeed,Indeed,Theory,Indeed,wikipedia
Theory:stuart_russell,Stuart Russell,Theory,Stuart Russell,wikipedia
Theory:peter_norvig,Peter Norvig,Theory,Peter Norvig,wikipedia
Theory:first,First,Theory,First,wikipedia
Person:ai_related,AI-related,Person,AI-related,wikipedia
Person:stuart_russell,Stuart Russell,Person,Stuart Russell,wikipedia
Person:peter_norvig,Peter Norvig,Person,Peter Norvig,wikipedia
Person:planes,Planes,Person,Planes,wikipedia
Person:aeronautical,Aeronautical,Person,Aeronautical,wikipedia
Person:believable,Believable,Person,Believable,wikipedia
Person:john_mccarthy,John McCarthy,Person,John McCarthy,wikipedia
Theory:another,Another,Theory,Another,wikipedia
Theory:howard_gardner,Howard Gardner,Theory,Howard Gardner,wikipedia
Theory:even,Even,Theory,Even,wikipedia
Person:erik_brynjolfsson,Erik Brynjolfsson,Person,Erik Brynjolfsson,wikipedia
Person:the_turing_trap,The Turing Trap,Person,The Turing Trap,wikipedia
Person:wilfred_bion,Wilfred Bion,Person,Wilfred Bion,wikipedia
Theory:swirski,Swirski,Theory,Swirski,wikipedia
Person:carrying,Carrying,Person,Carrying,wikipedia
Person:hinshelwood,Hinshelwood,Person,Hinshelwood,wikipedia
Person:before,Before,Person,Before,wikipedia
Person:software,Software,Person,Software,wikipedia
Person:vicarious,Vicarious,Person,Vicarious,wikipedia
Person:yahoo,Yahoo,Person,Yahoo,wikipedia
Person:paypal,PayPal,Person,PayPal,wikipedia
Person:shuman_ghosemajumder,Shuman Ghosemajumder,Person,Shuman Ghosemajumder,wikipedia
Theory:natural_language_processing,Natural Language Processing,Theory,Natural Language Processing,wikipedia
Theory:arthur_schwaninger,Arthur Schwaninger,Theory,Arthur Schwaninger,wikipedia
Theory:feigenbaum,Feigenbaum,Theory,Feigenbaum,wikipedia
Theory:edward_feigenbaum,Edward Feigenbaum,Theory,Edward Feigenbaum,wikipedia
Person:robert_french,Robert French,Person,Robert French,wikipedia
Theory:total_turing,Total Turing,Theory,Total Turing,wikipedia
Theory:stevan_harnad,Stevan Harnad,Theory,Stevan Harnad,wikipedia
Theory:paul_schweizer,Paul Schweizer,Theory,Paul Schweizer,wikipedia
Theory:harnad_s,Harnad's,Theory,Harnad's,wikipedia
Theory:truly_total_turing_test,Truly Total Turing Test,Theory,Truly Total Turing Test,wikipedia
Theory:tttt,TTTT,Theory,TTTT,wikipedia
Theory:communications,Communications,Theory,Communications,wikipedia
Theory:acm,ACM,Theory,ACM,wikipedia
Theory:ehr,EHR,Theory,EHR,wikipedia
Theory:before,Before,Theory,Before,wikipedia
Theory:turing_test_like,Turing Test-like,Theory,Turing Test-like,wikipedia
Theory:any,Any,Theory,Any,wikipedia
Theory:allen,Allen,Theory,Allen,wikipedia
Theory:chris_mckinstry,Chris McKinstry,Theory,Chris McKinstry,wikipedia
Theory:hutter_prize,Hutter Prize,Theory,Hutter Prize,wikipedia
Theory:hutter_s,Hutter's,Theory,Hutter's,wikipedia
Person:kolmogorov,Kolmogorov,Person,Kolmogorov,wikipedia
Theory:algorithmic_iq,Algorithmic IQ,Theory,Algorithmic IQ,wikipedia
Theory:aiq,AIQ,Theory,AIQ,wikipedia
Theory:universal_intelligence_measure,Universal Intelligence Measure,Theory,Universal Intelligence Measure,wikipedia
Theory:legg,Legg,Theory,Legg,wikipedia
Theory:hutter,Hutter,Theory,Hutter,wikipedia
Theory:solomonoff_s,Solomonoff's,Theory,Solomonoff's,wikipedia
Theory:ebert,Ebert,Theory,Ebert,wikipedia
Theory:roger_ebert,Roger Ebert,Theory,Roger Ebert,wikipedia
Person:taking,Taking,Person,Taking,wikipedia
Person:labs,Labs,Person,Labs,wikipedia
Person:human,Human,Person,Human,wikipedia
Person:not,Not,Person,Not,wikipedia
Person:turing_style,Turing-style,Person,Turing-style,wikipedia
Theory:the_lovelace,The Lovelace,Theory,The Lovelace,wikipedia
Theory:ada_lovelace,Ada Lovelace,Theory,Ada Lovelace,wikipedia
Person:david_eagleman,David Eagleman,Person,David Eagleman,wikipedia
Person:in_eagleman_s,In Eagleman's,Person,In Eagleman's,wikipedia
Person:level,Level,Person,Level,wikipedia
Theory:other,Other,Theory,Other,wikipedia
Theory:winograd_schema_challenge,Winograd Schema Challenge,Theory,Winograd Schema Challenge,wikipedia
Theory:allen_ai_science_challenge,Allen AI Science Challenge,Theory,Allen AI Science Challenge,wikipedia
Theory:artificial_general_intelligence,Artificial General Intelligence,Theory,Artificial General Intelligence,wikipedia
Theory:agi,AGI,Theory,AGI,wikipedia
Theory:test,Test,Theory,Test,wikipedia
Organization:two,Two,Organization,Two,wikipedia
Organization:turing_colloquium,Turing Colloquium,Organization,Turing Colloquium,wikipedia
Organization:sussex,Sussex,Organization,Sussex,wikipedia
Organization:april,April,Organization,April,wikipedia
Organization:loebner_prize,Loebner Prize,Organization,Loebner Prize,wikipedia
Theory:blay_whitby,Blay Whitby,Theory,Blay Whitby,wikipedia
Theory:joseph_weizenbaum_s_eliza,Joseph Weizenbaum's ELIZA,Theory,Joseph Weizenbaum's ELIZA,wikipedia
Theory:kenneth_colby_s,Kenneth Colby's,Theory,Kenneth Colby's,wikipedia
Theory:parry,PARRY,Theory,PARRY,wikipedia
Theory:turing_colloquium,Turing Colloquium,Theory,Turing Colloquium,wikipedia
Organization:reading,Reading,Organization,Reading,wikipedia
Organization:society,Society,Organization,Society,wikipedia
Organization:study,Study,Organization,Study,wikipedia
Organization:artificial_intelligence,Artificial Intelligence,Organization,Artificial Intelligence,wikipedia
Organization:simulation,Simulation,Organization,Simulation,wikipedia
Organization:behaviour,Behaviour,Organization,Behaviour,wikipedia
Organization:aisb,AISB,Organization,AISB,wikipedia
Organization:john_barnden,John Barnden,Organization,John Barnden,wikipedia
Organization:mark_bishop,Mark Bishop,Organization,Mark Bishop,wikipedia
Organization:huma_shah,Huma Shah,Organization,Huma Shah,wikipedia
Organization:kevin_warwick,Kevin Warwick,Organization,Kevin Warwick,wikipedia
Person:royal_institution_s_director_baroness_susan,Royal Institution's Director Baroness Susan,Person,Royal Institution's Director Baroness Susan,wikipedia
Person:greenfield,Greenfield,Person,Greenfield,wikipedia
Person:selmer_bringsjord,Selmer Bringsjord,Person,Selmer Bringsjord,wikipedia
Person:owen_holland,Owen Holland,Person,Owen Holland,wikipedia
Theory:bringsjord,Bringsjord,Theory,Bringsjord,wikipedia
Person:edward,Edward,Person,Edward,wikipedia
Theory:years_later,Years Later,Theory,Years Later,wikipedia
Person:bet,Bet,Person,Bet,wikipedia
Person:kapor,Kapor,Person,Kapor,wikipedia
Person:kurzweil,Kurzweil,Person,Kurzweil,wikipedia
Theory:jabberwacky,Jabberwacky,Theory,Jabberwacky,wikipedia
Theory:wayback_machine_an_ai,Wayback Machine An AI,Theory,Wayback Machine An AI,wikipedia
Person:scientific_american_frontiers,Scientific American Frontiers,Person,Scientific American Frontiers,wikipedia
Person:chedd_angier_production_company,Chedd-Angier Production Company,Person,Chedd-Angier Production Company,wikipedia
Person:pbs,PBS,Person,PBS,wikipedia
Theory:american,American,Theory,American,wikipedia
Work:before,Before,Work,Before,wikipedia
Person:jacques_herbrand,Jacques Herbrand,Person,Jacques Herbrand,wikipedia
Person:within,Within,Person,Within,wikipedia
Theory:although,Although,Theory,Although,wikipedia
Theory:church_turing_thesis,Church-Turing thesis,Theory,Church-Turing thesis,wikipedia
Theory:church_turing,Church-Turing,Theory,Church-Turing,wikipedia
Theory:these,These,Theory,These,wikipedia
Person:rosser,Rosser,Person,Rosser,wikipedia
Person:clearly,Clearly,Person,Clearly,wikipedia
Person:rosser_s,Rosser's,Person,Rosser's,wikipedia
Person:effective,Effective,Person,Effective,wikipedia
Theory:turing_machine,Turing-machine,Theory,Turing-machine,wikipedia
Person:one,One,Person,One,wikipedia
Person:wilhelm_ackermann,Wilhelm Ackermann,Person,Wilhelm Ackermann,wikipedia
Person:alonzo_church_s,Alonzo Church's,Person,Alonzo Church's,wikipedia
Person:was,Was,Person,Was,wikipedia
Theory:stephen_kleene,Stephen Kleene,Theory,Stephen Kleene,wikipedia
Person:rather,Rather,Person,Rather,wikipedia
Person:eventually,Eventually,Person,Eventually,wikipedia
Person:herbrand_s,Herbrand's,Person,Herbrand's,wikipedia
Person:next,Next,Person,Next,wikipedia
Person:equipped,Equipped,Person,Equipped,wikipedia
Person:barkley_rosser,Barkley Rosser,Person,Barkley Rosser,wikipedia
Person:herbrand,Herbrand,Person,Herbrand,wikipedia
Person:many,Many,Person,Many,wikipedia
Theory:herbrand,Herbrand,Theory,Herbrand,wikipedia
Work:alan_turing_s,Alan Turing's,Work,Alan Turing's,wikipedia
Work:emil_post_s,Emil Post's,Work,Emil Post's,wikipedia
Person:post,Post,Person,Post,wikipedia
Person:actually,Actually,Person,Actually,wikipedia
Theory:thus,Thus,Theory,Thus,wikipedia
Work:rosser,Rosser,Work,Rosser,wikipedia
Work:within,Within,Work,Within,wikipedia
Theory:thesis,Thesis,Theory,Thesis,wikipedia
Person:every,Every,Person,Every,wikipedia
Person:kleene_s,Kleene's,Person,Kleene's,wikipedia
Theory:turing_thesis,Turing Thesis,Theory,Turing Thesis,wikipedia
Theory:introduction,Introduction,Theory,Introduction,wikipedia
Theory:metamathematics,Metamathematics,Theory,Metamathematics,wikipedia
Theory:church_s_thesis,Church's Thesis,Theory,Church's Thesis,wikipedia
Person:brouwer,Brouwer,Person,Brouwer,wikipedia
Theory:next,Next,Theory,Next,wikipedia
Theory:emil_post,Emil Post,Theory,Emil Post,wikipedia
Person:theorem_xxx,Theorem XXX,Person,Theorem XXX,wikipedia
Theory:theorem_xxx,Theorem XXX,Theory,Theorem XXX,wikipedia
Theory:alan_turing_s,Alan Turing's,Theory,Alan Turing's,wikipedia
Theory:the_word_problem,The Word Problem,Theory,The Word Problem,wikipedia
Theory:semi_groups,Semi-Groups,Theory,Semi-Groups,wikipedia
Theory:cancellation,Cancellation,Theory,Cancellation,wikipedia
Theory:william_boone,William Boone,Theory,William Boone,wikipedia
Person:conway_s,Conway's,Person,Conway's,wikipedia
Theory:his,His,Theory,His,wikipedia
Theory:from,From,Theory,From,wikipedia
Person:wilfried_sieg,Wilfried Sieg,Person,Wilfried Sieg,wikipedia
Person:sieg,Sieg,Person,Sieg,wikipedia
Person:boundedness,Boundedness,Person,Boundedness,wikipedia
Person:locality,Locality,Person,Locality,wikipedia
Person:determinacy,Determinacy,Person,Determinacy,wikipedia
Person:comments,Comments,Person,Comments,wikipedia
Theory:robert,Robert,Theory,Robert,wikipedia
Person:soare,Soare,Person,Soare,wikipedia
Person:emil_post_s,Emil Post's,Person,Emil Post's,wikipedia
Person:markov,Markov,Person,Markov,wikipedia
Theory:gurevich,Gurevich,Theory,Gurevich,wikipedia
Theory:kolmogorov,Kolmogorov,Theory,Kolmogorov,wikipedia
Theory:uspensky,Uspensky,Theory,Uspensky,wikipedia
Theory:all,All,Theory,All,wikipedia
Theory:proofs,Proofs,Theory,Proofs,wikipedia
Theory:dirk,Dirk,Theory,Dirk,wikipedia
Theory:dalen,Dalen,Theory,Dalen,wikipedia
Person:proof,Proof,Person,Proof,wikipedia
Person:from,From,Person,From,wikipedia
Person:claim,Claim,Person,Claim,wikipedia
Theory:turing_computable,Turing-computable,Theory,Turing-computable,wikipedia
Theory:ethan_bernstein,Ethan Bernstein,Theory,Ethan Bernstein,wikipedia
Theory:umesh_vazirani,Umesh Vazirani,Theory,Umesh Vazirani,wikipedia
Theory:assuming,Assuming,Theory,Assuming,wikipedia
Theory:bpp,BPP,Theory,BPP,wikipedia
Theory:cees,Cees,Theory,Cees,wikipedia
Person:slot,Slot,Person,Slot,wikipedia
Person:peter,Peter,Person,Peter,wikipedia
Person:emde_boas,Emde Boas,Person,Emde Boas,wikipedia
Theory:reasonable,Reasonable,Theory,Reasonable,wikipedia
Theory:stoc,STOC',Theory,STOC',wikipedia
Theory:random_access_machine,Random Access Machine,Theory,Random Access Machine,wikipedia
Theory:if_bqp,If BQP,Theory,If BQP,wikipedia
Theory:consequently,Consequently,Theory,Consequently,wikipedia
Theory:eugene_eberbach,Eugene Eberbach,Theory,Eugene Eberbach,wikipedia
Theory:peter_wegner,Peter Wegner,Theory,Peter Wegner,wikipedia
Theory:though,Though,Theory,Though,wikipedia
Theory:they,They,Theory,They,wikipedia
Theory:philosophers,Philosophers,Theory,Philosophers,wikipedia
Theory:jack_copeland,Jack Copeland,Theory,Jack Copeland,wikipedia
Theory:deutsch,Deutsch,Theory,Deutsch,wikipedia
Person:turing_computable,Turing-computable,Person,Turing-computable,wikipedia
Person:john_lucas,John Lucas,Person,John Lucas,wikipedia
Person:roger_penrose,Roger Penrose,Person,Roger Penrose,wikipedia
Theory:philosophical,Philosophical,Theory,Philosophical,wikipedia
Theory:odifreddi_s,Odifreddi's,Theory,Odifreddi's,wikipedia
Person:busy_beaver,Busy Beaver,Person,Busy Beaver,wikipedia
Person:finding,Finding,Person,Finding,wikipedia
Person:church_turing,Church-Turing,Person,Church-Turing,wikipedia
Theory:mark_burgin,Mark Burgin,Theory,Mark Burgin,wikipedia
Person:deutsch,Deutsch,Person,Deutsch,wikipedia
Person:jack_copeland,Jack Copeland,Person,Jack Copeland,wikipedia
Person:computation,Computation,Person,Computation,wikipedia
Person:physical_systems,Physical Systems,Person,Physical Systems,wikipedia
Person:gualtiero_piccinini,Gualtiero Piccinini,Person,Gualtiero Piccinini,wikipedia
Person:kaznatcheev,Kaznatcheev,Person,Kaznatcheev,wikipedia
Person:artem,Artem,Person,Artem,wikipedia
Theory:transcendental,Transcendental,Theory,Transcendental,wikipedia
Theory:post_s,Post's,Theory,Post's,wikipedia
Work:symbolic_logic,Symbolic Logic,Work,Symbolic Logic,wikipedia
Person:vol,Vol,Person,Vol,wikipedia
Theory:notre_dame_journal,Notre Dame Journal,Theory,Notre Dame Journal,wikipedia
Theory:formal_logic,Formal Logic,Theory,Formal Logic,wikipedia
Organization:english,English,Organization,English,wikipedia
Organization:bletchley,Bletchley,Organization,Bletchley,wikipedia
Organization:milton_keynes,Milton Keynes,Organization,Milton Keynes,wikipedia
Organization:buckinghamshire,Buckinghamshire,Organization,Buckinghamshire,wikipedia
Organization:allied,Allied,Organization,Allied,wikipedia
Event:during_world_war_ii,During World War II,Event,During World War II,wikipedia
Event:government_code,Government Code,Event,Government Code,wikipedia
Event:cypher_school,Cypher School,Event,Cypher School,wikipedia
Event:german_enigma,German Enigma,Event,German Enigma,wikipedia
Event:lorenz,Lorenz,Event,Lorenz,wikipedia
Person:the_gc,The GC,Person,The GC,wikipedia
Person:john_tiltman,John Tiltman,Person,John Tiltman,wikipedia
Person:dilwyn_knox,Dilwyn Knox,Person,Dilwyn Knox,wikipedia
Person:harry_golombek,Harry Golombek,Person,Harry Golombek,wikipedia
Person:donald_michie,Donald Michie,Person,Donald Michie,wikipedia
Person:bill_tutte,Bill Tutte,Person,Bill Tutte,wikipedia
Organization:colossus,Colossus,Organization,Colossus,wikipedia
Organization:codebreaking,Codebreaking,Organization,Codebreaking,wikipedia
Organization:samuel_lipscomb_seckham,Samuel Lipscomb Seckham,Organization,Samuel Lipscomb Seckham,wikipedia
Person:sir_herbert_samuel_leon,Sir Herbert Samuel Leon,Person,Sir Herbert Samuel Leon,wikipedia
Person:landis_gores,Landis Gores,Person,Landis Gores,wikipedia
Person:victorian_gothic,Victorian Gothic,Person,Victorian Gothic,wikipedia
Person:tudor,Tudor,Person,Tudor,wikipedia
Person:dutch_baroque,Dutch Baroque,Person,Dutch Baroque,wikipedia
Person:herbert_leon,Herbert Leon,Person,Herbert Leon,wikipedia
Person:fanny_leon,Fanny Leon,Person,Fanny Leon,wikipedia
Person:higham,Higham,Person,Higham,wikipedia
Event:may,May,Event,May,wikipedia
Event:admiral_sir_hugh_sinclair,Admiral Sir Hugh Sinclair,Event,Admiral Sir Hugh Sinclair,wikipedia
Event:secret_intelligence_service,Secret Intelligence Service,Event,Secret Intelligence Service,wikipedia
Event:sis,SIS,Event,SIS,wikipedia
Person:sinclair,Sinclair,Person,Sinclair,wikipedia
Person:sis,SIS,Person,SIS,wikipedia
Person:captain_ridley_s,Captain Ridley's,Person,Captain Ridley's,wikipedia
Person:bletchley_s,Bletchley's,Person,Bletchley's,wikipedia
Person:varsity_line,Varsity Line,Person,Varsity Line,wikipedia
Person:west_coast,West Coast,Person,West Coast,wikipedia
Person:birmingham,Birmingham,Person,Birmingham,wikipedia
Person:manchester,Manchester,Person,Manchester,wikipedia
Person:liverpool,Liverpool,Person,Liverpool,wikipedia
Person:glasgow,Glasgow,Person,Glasgow,wikipedia
Person:edinburgh,Edinburgh,Person,Edinburgh,wikipedia
Person:watling_street,Watling Street,Person,Watling Street,wikipedia
Person:fenny_stratford,Fenny Stratford,Person,Fenny Stratford,wikipedia
Organization:sinclair,Sinclair,Organization,Sinclair,wikipedia
Organization:government,Government,Organization,Government,wikipedia
Person:laurence_grand,Laurence Grand,Person,Laurence Grand,wikipedia
Person:destruction,Destruction,Person,Destruction,wikipedia
Person:modern,Modern,Person,Modern,wikipedia
Person:grand,Grand,Person,Grand,wikipedia
Organization:colin_meek,Colin Meek,Organization,Colin Meek,wikipedia
Organization:manchester_university,Manchester University,Organization,Manchester University,wikipedia
Organization:imperial_chemical_industries,Imperial Chemical Industries,Organization,Imperial Chemical Industries,wikipedia
Person:drane,Drane,Person,Drane,wikipedia
Event:section,Section,Event,Section,wikipedia
Person:aston_house,Aston House,Person,Aston House,wikipedia
Event:five,Five,Event,Five,wikipedia
Event:warsaw_s_cipher_bureau,Warsaw's Cipher Bureau,Event,Warsaw's Cipher Bureau,wikipedia
Event:enigma,Enigma,Event,Enigma,wikipedia
Event:french,French,Event,French,wikipedia
Person:the_british,The British,Person,The British,wikipedia
Organization:august,August,Organization,August,wikipedia
Person:the_naval,The Naval,Person,The Naval,wikipedia
Person:military,Military,Person,Military,wikipedia
Person:air_sections,Air Sections,Person,Air Sections,wikipedia
Person:construction,Construction,Person,Construction,wikipedia
Person:elmers_school,Elmers School,Person,Elmers School,wikipedia
Person:commercial,Commercial,Person,Commercial,wikipedia
Person:diplomatic_sections,Diplomatic Sections,Person,Diplomatic Sections,wikipedia
Person:denniston,Denniston,Person,Denniston,wikipedia
Person:menzies,Menzies,Person,Menzies,wikipedia
Person:six,Six,Person,Six,wikipedia
Person:milner_barry,Milner-Barry,Person,Milner-Barry,wikipedia
Person:action,Action,Person,Action,wikipedia
Event:after,After,Event,After,wikipedia
Event:american,American,Event,American,wikipedia
Event:hut,Hut,Event,Hut,wikipedia
Event:brusa_agreement,BRUSA Agreement,Event,BRUSA Agreement,wikipedia
Event:five_eyes,Five Eyes,Event,Five Eyes,wikipedia
Organization:soviet_union,Soviet Union,Organization,Soviet Union,wikipedia
Organization:churchill_s,Churchill's,Organization,Churchill's,wikipedia
Organization:soviets,Soviets,Organization,Soviets,wikipedia
Organization:us_uk_ussr,US-UK-USSR,Organization,US-UK-USSR,wikipedia
Organization:nazi,Nazi,Organization,Nazi,wikipedia
Organization:however_bletchley_park,However Bletchley Park,Organization,However Bletchley Park,wikipedia
Organization:soviet,Soviet,Organization,Soviet,wikipedia
Organization:john_cairncross,John Cairncross,Organization,John Cairncross,wikipedia
Organization:cambridge_spy_ring,Cambridge Spy Ring,Organization,Cambridge Spy Ring,wikipedia
